O,D,weight
2303303,2306009,38.0
2303303,2306256,55.0
2303303,2306306,17.0
2303303,2306405,54.0
2303303,2306504,27.0
2303303,2306603,11.0
2303303,2306702,22.0
2303303,2306801,23.0
2303303,2306900,62.0
2303303,2307007,18.0
2303303,2307304,2211.0
2303303,2307403,2947.0
2303303,2307502,63.0
2303303,2307601,138.0
2303303,2307650,672.0
2303303,2307809,15.0
2303303,2308104,49.0
2303303,2308351,51.0
2303303,2308401,55.0
2303303,2308500,259.0
2303303,2308708,277.0
2303303,2309201,39.0
2303303,2309409,38.0
2303303,2309458,9.0
2303303,2309508,110.0
2303303,2310258,6.0
2303303,2310308,54.0
2303303,2310506,121.0
2303303,2310704,37.0
2303303,2310803,48.0
2303303,2310852,4.0
2303303,2310902,61.0
2303303,2311264,62.0
2303303,2311306,81.0
2303303,2311355,83.0
2303303,2311405,467.0
2303303,2311801,91.0
2303303,2311900,222.0
2303303,2311959,33.0
2303303,2312205,122.0
2303303,2312304,136.0
2303303,2312700,41.0
2303303,2312908,204.0
2303303,2313005,108.0
2303303,2313104,62.0
2303303,2313203,59.0
2303303,2313252,215.0
2303303,2313302,264.0
2303303,2313401,189.0
2303303,2313708,833.0
2303303,2314003,271.0
2303303,2314102,11.0
2303402,2301000,404.0
2303402,2301208,1.0
2303402,2301406,1.0
2303402,2302107,2.0
2303402,2302404,95.0
2303402,2303709,70.0
2303402,2303907,1.0
2303402,2304236,20.0
2303402,2304285,237.0
2303402,2304350,621.0
2303402,2304400,1821.0
2303402,2304657,3.0
2303402,2305001,128.0
2303402,2305100,1.0
2303402,2305233,2.0
2303402,2305308,9.0
2303402,2305605,5.0
2303402,2305654,12.0
2303402,2305803,249.0
2303402,2306256,95.0
2303402,2306405,80.0
2303402,2306553,7.0
2303402,2307205,2.0
2303402,2307304,48.0
2303402,2307601,40.0
2303402,2307650,1213.0
2303402,2308708,391.0
2303402,2309003,12.0
2303402,2309102,1.0
2303402,2309300,5.0
2303402,2309805,1.0
2303402,2309904,12.0
2303402,2310209,1.0
2303402,2311306,23.0
2303402,2312106,3.0
2303402,2312304,940.0
2303402,2312403,1.0
2303402,2312908,1199.0
2303402,2313401,483.0
2303402,2313609,99.0
2303501,2300101,104.0
2303501,2300150,37.0
2303501,2300200,206.0
2303501,2300309,52.0
2303501,2300408,9.0
2303501,2300507,26.0
2303501,2300705,123.0
2303501,2300754,201.0
2303501,2300903,53.0
2303501,2301000,13944.0
2303501,2301109,6766.0
2303501,2301208,556.0
2303501,2301257,11.0
2303501,2301307,4.0
2303501,2301406,210.0
2303501,2301604,4.0
2303501,2301703,11.0
2303501,2301851,12.0
2303501,2301901,83.0
2303501,2301950,935.0
2303501,2302008,32.0
2303501,2302057,22.0
2303501,2302107,497.0
2303501,2302206,21006.0
2303501,2302305,84.0
2303501,2302404,493.0
2303501,2302503,106.0
2303501,2302602,139.0
2303501,2302701,19.0
2303501,2302800,557.0
2303501,2302909,169.0
2303501,2303006,186.0
2303501,2303105,55.0
2303501,2303204,28.0
2303501,2303303,6.0
2303501,2303402,70.0
2303501,2303659,13.0
2303501,2303709,2848.0
2303501,2303808,4.0
2303501,2303907,24.0
2303501,2303931,4.0
2303501,2303956,2389.0
2303501,2304004,47.0
2303501,2304103,113.0
2303501,2304202,329.0
2303501,2304236,39.0
2303501,2304251,145.0
2303501,2304285,6343.0
2303501,2304350,66.0
2303501,2304400,42559.0
2303501,2304459,4677.0
2303501,2304509,44.0
2303501,2304608,46.0
2303501,2304657,22.0
2303501,2304707,93.0
2303501,2304806,6.0
2303501,2304905,19.0
2303501,2304954,170.0
2303501,2305001,107.0
2303501,2305100,224.0
2303501,2305209,24.0
2303501,2305233,8659.0
2303501,2305266,122.0
2303501,2305308,144.0
2303501,2305332,96.0
2303501,2305357,2402.0
2303501,2305407,12.0
2303501,2305506,544.0
2303501,2305605,9.0
2303501,2305654,13.0
2303501,2305704,49.0
2303501,2305803,27.0
2303501,2305902,24.0
2303501,2306009,72.0
2303501,2306108,167.0
2303501,2306207,901.0
2303501,2306256,1527.0
2303501,2306306,829.0
2303501,2306405,929.0
2303501,2306504,126.0
2303501,2306553,183.0
2303501,2306603,30.0
2303501,2306702,111.0
2303501,2306801,22.0
2303501,2306900,150.0
2303501,2307007,1788.0
2303501,2307254,198.0
2303501,2307304,481.0
2303501,2307403,14.0
2303501,2307502,40.0
2303501,2307601,928.0
2303501,2307635,87.0
2303501,2307650,11883.0
2303501,2307700,1657.0
2303501,2307809,189.0
2303501,2307908,22.0
2303501,2308005,100.0
2303501,2308104,11.0
2303501,2308203,54.0
2303501,2308351,9.0
2303501,2308377,15.0
2303501,2308401,4.0
2303501,2308500,39.0
2303501,2308609,9.0
2303501,2308708,2099.0
2303501,2308807,34.0
2303501,2308906,79.0
2303501,2309003,23.0
2303501,2309102,69.0
2303501,2309201,8.0
2303501,2309300,48.0
2303501,2309409,70.0
2303501,2309458,881.0
2303501,2309508,11.0
2303501,2309607,13293.0
2303501,2309706,1154.0
2303501,2309805,286.0
2303501,2309904,7.0
2303501,2310001,846.0
2303501,2310100,89.0
2303501,2310209,508.0
2303501,2310258,353.0
2303501,2310308,44.0
2303501,2310407,60.0
2303501,2310506,39.0
2303501,2310704,517.0
2303501,2310803,22.0
2303501,2310852,9952.0
2303501,2310902,28.0
2303501,2310951,19.0
2303501,2311009,24.0
2303501,2311231,14.0
2303501,2311264,27.0
2303501,2311306,968.0
2303501,2311355,19.0
2303501,2311405,1127.0
2303501,2311504,209.0
2303501,2311603,1286.0
2303501,2311702,29.0
2303501,2311801,1952.0
2303501,2312007,47.0
2303501,2312205,44.0
2303501,2312304,119.0
2303501,2312403,638.0
2303501,2312502,10.0
2303501,2312601,77.0
2303501,2312700,428.0
2303501,2312809,16.0
2303501,2312908,1434.0
2303501,2313104,206.0
2303501,2313203,27.0
2303501,2313302,88.0
2303501,2313351,62.0
2303501,2313401,319.0
2303501,2313500,426.0
2303501,2313559,30.0
2303501,2313609,109.0
2303501,2313757,97.0
2303501,2313807,136.0
2303501,2313906,22.0
2303501,2313955,23.0
2303501,2314003,35.0
2303501,2314102,56.0
2303600,2300309,327.0
2303600,2300408,191.0
2303600,2300804,282.0
2303600,2301000,558.0
2303600,2301505,159.0
2303600,2301901,302.0
2303600,2302404,4.0
2303600,2303709,48.0
2303600,2304202,277.0
2303600,2304285,60.0
2303600,2304400,906.0
2303600,2305506,1050.0
2303600,2306256,35.0
2303600,2306900,43.0
2303600,2307304,1953.0
2303600,2307601,69.0
2303600,2307650,640.0
2303600,2308351,22.0
2303600,2308500,50.0
2303600,2308708,255.0
2303600,2310506,28.0
2303600,2310902,91.0
2303600,2311405,35.0
2303600,2311900,101.0
2303600,2313005,28.0
2303600,2313302,402.0
2303659,2300309,102.0
2303659,2300507,1.0
2303659,2301000,220.0
2303659,2301257,335.0
2303659,2302404,160.0
2303659,2302602,203.0
2303659,2302800,3.0
2303659,2303402,139.0
2303659,2303907,157.0
2303659,2304103,526.0
2303659,2304236,209.0
2303659,2304285,188.0
2303659,2304350,259.0
2303659,2304400,1503.0
2303659,2304509,23.0
2303659,2304657,136.0
2303659,2304707,231.0
2303659,2305001,232.0
2303659,2305209,303.0
2303659,2305233,6.0
2303659,2305506,8.0
2303659,2305605,335.0
2303659,2305654,332.0
2303659,2305803,305.0
2303659,2305902,424.0
2303659,2306603,2.0
2303659,2307304,91.0
2303659,2307403,30.0
2303659,2307650,923.0
2303659,2307908,82.0
2303659,2308500,135.0
2303659,2308609,296.0
2303659,2308708,188.0
2303659,2308807,2.0
2303659,2309003,353.0
2303659,2309300,2376.0
2303659,2309409,242.0
2303659,2310209,1.0
2303659,2310308,104.0
2303659,2310902,77.0
2303659,2311009,369.0
2303659,2311264,397.0
2303659,2311702,320.0
2303659,2312205,397.0
2303659,2312304,339.0
2303659,2312908,569.0
2303659,2313203,357.0
2303659,2313401,248.0
2303659,2313955,228.0
2303659,2314102,98.0
2303709,2300101,2374.0
2303709,2300150,2724.0
2303709,2300200,12377.0
2303709,2300309,9976.0
2303709,2300408,393.0
2303709,2300507,595.0
2303709,2300606,1047.0
2303709,2300705,3433.0
2303709,2300754,11750.0
2303709,2300804,899.0
2303709,2300903,4835.0
2303709,2301000,39870.0
2303709,2301109,18239.0
2303709,2301208,7669.0
2303709,2301257,1119.0
2303709,2301307,1406.0
2303709,2301406,2541.0
2303709,2301505,503.0
2303709,2301604,1849.0
2303709,2301703,1649.0
2303709,2301802,152.0
2303709,2301851,2069.0
2303709,2301901,8056.0
2303709,2301950,4213.0
2303709,2302008,1985.0
2303709,2302057,1087.0
2303709,2302107,14680.0
2303709,2302206,14439.0
2303709,2302305,5561.0
2303709,2302404,7301.0
2303709,2302503,7955.0
2303709,2302602,16180.0
2303709,2302701,4021.0
2303709,2302800,17663.0
2303709,2302909,2645.0
2303709,2303006,3555.0
2303709,2303105,1886.0
2303709,2303204,3255.0
2303709,2303303,2601.0
2303709,2303402,3083.0
2303709,2303501,16795.0
2303709,2303600,2505.0
2303709,2303659,1184.0
2303709,2303808,3192.0
2303709,2303907,979.0
2303709,2303931,834.0
2303709,2303956,5205.0
2303709,2304004,1668.0
2303709,2304103,13747.0
2303709,2304202,12920.0
2303709,2304236,1783.0
2303709,2304251,8001.0
2303709,2304269,2081.0
2303709,2304277,1228.0
2303709,2304285,45035.0
2303709,2304301,1328.0
2303709,2304350,2878.0
2303709,2304400,614607.0
2303709,2304459,6503.0
2303709,2304509,1982.0
2303709,2304608,1190.0
2303709,2304657,1114.0
2303709,2304707,8614.0
2303709,2304806,35.0
2303709,2304905,1570.0
2303709,2304954,4036.0
2303709,2305001,6737.0
2303709,2305100,4155.0
2303709,2305209,3740.0
2303709,2305233,22102.0
2303709,2305266,1757.0
2303709,2305308,3954.0
2303709,2305332,2699.0
2303709,2305357,9567.0
2303709,2305407,8277.0
2303709,2305506,23177.0
2303709,2305605,4038.0
2303709,2305654,2822.0
2303709,2305704,509.0
2303709,2305803,6379.0
2303709,2305902,3105.0
2303709,2306009,2765.0
2303709,2306108,2354.0
2303709,2306207,2662.0
2303709,2306256,14837.0
2303709,2306306,10257.0
2303709,2306405,28515.0
2303709,2306504,2351.0
2303709,2306553,10057.0
2303709,2306603,1751.0
2303709,2306702,2090.0
2303709,2306801,2714.0
2303709,2306900,8807.0
2303709,2307007,5037.0
2303709,2307106,1954.0
2303709,2307205,629.0
2303709,2307254,15895.0
2303709,2307304,28487.0
2303709,2307403,4089.0
2303709,2307502,1989.0
2303709,2307601,19728.0
2303709,2307635,2060.0
2303709,2307650,110416.0
2303709,2307700,23990.0
2303709,2307809,7492.0
2303709,2307908,837.0
2303709,2308005,6976.0
2303709,2308104,4167.0
2303709,2308203,1594.0
2303709,2308302,1797.0
2303709,2308351,2417.0
2303709,2308377,1020.0
2303709,2308401,3823.0
2303709,2308500,6553.0
2303709,2308609,2842.0
2303709,2308708,20235.0
2303709,2308807,216.0
2303709,2308906,2119.0
2303709,2309003,1415.0
2303709,2309102,2487.0
2303709,2309201,2171.0
2303709,2309300,6056.0
2303709,2309409,7052.0
2303709,2309458,5358.0
2303709,2309508,3218.0
2303709,2309607,16035.0
2303709,2309706,12170.0
2303709,2309805,2998.0
2303709,2309904,1052.0
2303709,2310001,1993.0
2303709,2310100,1854.0
2303709,2310209,19958.0
2303709,2310258,21709.0
2303709,2310308,6459.0
2303709,2310407,1593.0
2303709,2310506,5162.0
2303709,2310605,1704.0
2303709,2310704,12002.0
2303709,2310803,2658.0
2303709,2310852,6534.0
2303709,2310902,2298.0
2303709,2310951,696.0
2303709,2311009,1746.0
2303709,2311108,1512.0
2303709,2311207,520.0
2303709,2311231,1864.0
2303709,2311264,1983.0
2303709,2311306,14067.0
2303709,2311355,3510.0
2303709,2311405,14476.0
2303709,2311504,7448.0
2303709,2311603,9067.0
2303709,2311702,2826.0
2303709,2311801,17304.0
2303709,2311900,3235.0
2303709,2311959,478.0
2303709,2312007,2554.0
2303709,2312106,342.0
2303709,2312205,7736.0
2303709,2312304,9365.0
2303709,2312403,71917.0
2303709,2312502,1647.0
2303709,2312601,5524.0
2303709,2312700,4704.0
2303709,2312809,763.0
2303709,2312908,36398.0
2303709,2313005,4453.0
2303709,2313104,11664.0
2303709,2313203,4229.0
2303709,2313252,561.0
2303709,2313302,11621.0
2303709,2313351,2112.0
2303709,2313401,19524.0
2303709,2313500,16348.0
2303709,2313559,2717.0
2303709,2313609,4765.0
2303709,2313708,526.0
2303709,2313757,3799.0
2303709,2313807,4650.0
2303709,2313906,1073.0
2303709,2313955,4234.0
2303709,2314003,5790.0
2303709,2314102,4176.0
2303808,2300101,95.0
2303808,2300309,1281.0
2303808,2300408,308.0
2303808,2300606,610.0
2303808,2300705,386.0
2303808,2300804,828.0
2303808,2301000,338.0
2303808,2301109,205.0
2303808,2301307,779.0
2303808,2301604,515.0
2303808,2301703,1344.0
2303808,2301802,6.0
2303808,2301901,454.0
2303808,2302404,1996.0
2303808,2302503,298.0
2303808,2302701,1125.0
2303808,2302800,35.0
2303808,2303204,304.0
2303808,2303303,384.0
2303808,2303600,685.0
2303808,2303709,92.0
2303808,2304202,709.0
2303808,2304269,102.0
2303808,2304277,60.0
2303808,2304285,82.0
2303808,2304301,195.0
2303808,2304400,3439.0
2303808,2304657,1.0
2303808,2304806,23.0
2303808,2305233,71.0
2303808,2305407,1892.0
2303808,2305506,4531.0
2303808,2305605,560.0
2303808,2305704,284.0
2303808,2305803,84.0
2303808,2306009,576.0
2303808,2306207,53.0
2303808,2306256,71.0
2303808,2306702,5.0
2303808,2306801,612.0
2303808,2306900,228.0
2303808,2307007,13.0
2303808,2307106,7.0
2303808,2307304,2620.0
2303808,2307403,715.0
2303808,2307502,1880.0
2303808,2307601,12.0
2303808,2307650,953.0
2303808,2308104,31.0
2303808,2308302,146.0
2303808,2308351,90.0
2303808,2308377,46.0
2303808,2308401,137.0
2303808,2308500,519.0
2303808,2308708,197.0
2303808,2309201,346.0
2303808,2309300,37.0
2303808,2309508,504.0
2303808,2309607,56.0
2303808,2310001,35.0
2303808,2310506,626.0
2303808,2310803,107.0
2303808,2311108,7.0
2303808,2311207,418.0
2303808,2311306,1149.0
2303808,2311355,471.0
2303808,2311405,45.0
2303808,2311900,336.0
2303808,2311959,290.0
2303808,2312106,143.0
2303808,2312304,2.0
2303808,2312403,16.0
2303808,2312700,2504.0
2303808,2312908,26.0
2303808,2313005,429.0
2303808,2313252,179.0
2303808,2313302,11.0
2303808,2313708,33.0
2303808,2314003,2047.0
2303907,2301000,266.0
2303907,2302057,363.0
2303907,2302404,125.0
2303907,2302503,145.0
2303907,2302602,877.0
2303907,2303709,48.0
2303907,2304004,20.0
2303907,2304285,240.0
2303907,2304350,459.0
2303907,2304400,1645.0
2303907,2304657,18.0
2303907,2304707,84.0
2303907,2304905,5.0
2303907,2305803,52.0
2303907,2306256,42.0
2303907,2306900,6.0
2303907,2307007,2.0
2303907,2307254,128.0
2303907,2307304,22.0
2303907,2307650,924.0
2303907,2307908,48.0
2303907,2308005,12.0
2303907,2308104,3.0
2303907,2308302,71.0
2303907,2308708,203.0
2303907,2308807,2.0
2303907,2309904,21.0
2303907,2311702,46.0
2303907,2311801,4.0
2303907,2312304,27.0
2303907,2312908,787.0
2303907,2313401,163.0
2303907,2313609,7.0
2303907,2313906,24.0
2303907,2314102,176.0
2303931,2300150,3.0
2303931,2300606,28.0
2303931,2301000,135.0
2303931,2301109,84.0
2303931,2301208,15.0
2303931,2301406,13.0
2303931,2301851,992.0
2303931,2301901,3.0
2303931,2301950,1.0
2303931,2302107,6.0
2303931,2302404,28.0
2303931,2302503,7.0
2303931,2302800,236.0
2303931,2302909,36.0
2303931,2303709,115.0
2303931,2303956,3.0
2303931,2304103,25.0
2303931,2304202,13.0
2303931,2304285,158.0
2303931,2304301,149.0
2303931,2304400,999.0
2303931,2305266,17.0
2303931,2305332,363.0
2303931,2305506,93.0
2303931,2306504,21.0
2303931,2307304,28.0
2303931,2307650,1140.0
2303931,2309706,30.0
2303931,2310209,6.0
2303931,2310506,250.0
2303931,2310852,6.0
2303931,2311306,670.0
2303931,2311405,15.0
2303931,2311603,3.0
2303931,2311801,6.0
2303931,2312304,2.0
2303931,2312700,10.0
2303931,2312908,68.0
2303931,2313302,2.0
2303956,2300150,66.0
2303956,2300200,55.0
2303956,2300309,10.0
2303956,2300804,2.0
2303956,2301000,715.0
2303956,2301109,58.0
2303956,2301208,53.0
2303956,2301406,7.0
2303956,2301604,29.0
2303956,2301901,13.0
2303956,2301950,700.0
2303956,2302107,40.0
2303956,2302206,179.0
2303956,2302404,92.0
2303956,2302503,89.0
2303956,2302800,12.0
2303956,2302909,12.0
2303956,2303501,789.0
2303956,2303709,543.0
2303956,2303808,2.0
2303956,2303931,6.0
2303956,2304103,9.0
2303956,2304202,225.0
2303956,2304277,13.0
2303956,2304285,744.0
2303956,2304400,6291.0
2303956,2304459,54.0
2303956,2304954,17.0
2303956,2305001,2.0
2303956,2305209,1.0
2303956,2305233,1403.0
2303956,2305266,50.0
2303956,2305332,397.0
2303956,2305357,2.0
2303956,2305407,45.0
2303956,2305506,35.0
2303956,2305704,6.0
2303956,2306256,374.0
2303956,2306306,4.0
2303956,2306504,7.0
2303956,2306702,7.0
2303956,2306801,27.0
2303956,2306900,28.0
2303956,2307007,25.0
2303956,2307106,6.0
2303956,2307254,7.0
2303956,2307304,221.0
2303956,2307403,4.0
2303956,2307502,26.0
2303956,2307601,68.0
2303956,2307650,2913.0
2303956,2307700,65.0
2303956,2308005,11.0
2303956,2308104,2.0
2303956,2308351,9.0
2303956,2308708,461.0
2303956,2309102,3.0
2303956,2309458,605.0
2303956,2309508,22.0
2303956,2309607,2629.0
2303956,2309706,43.0
2303956,2309805,25.0
2303956,2309904,14.0
2303956,2310001,22.0
2303956,2310100,2.0
2303956,2310209,50.0
2303956,2310258,31.0
2303956,2310704,41.0
2303956,2310803,8.0
2303956,2310852,6.0
2303956,2311108,3.0
2303956,2311306,79.0
2303956,2311405,17.0
2303956,2311504,4.0
2303956,2311603,53.0
2303956,2311702,1.0
2303956,2311801,193.0
2303956,2312403,97.0
2303956,2312700,50.0
2303956,2312908,31.0
2303956,2313005,8.0
2303956,2313104,12.0
2303956,2313302,9.0
2303956,2313401,12.0
2303956,2313609,1.0
2303956,2314003,14.0
2304004,2300507,102.0
2304004,2301000,479.0
2304004,2301257,13.0
2304004,2302057,13.0
2304004,2302404,129.0
2304004,2302503,40.0
2304004,2302602,77.0
2304004,2303402,15.0
2304004,2303501,13.0
2304004,2303709,70.0
2304004,2303907,21.0
2304004,2304103,13.0
2304004,2304202,104.0
2304004,2304251,28.0
2304004,2304285,245.0
2304004,2304350,888.0
2304004,2304400,2428.0
2304004,2304509,412.0
2304004,2304707,179.0
2304004,2305001,11.0
2304004,2305209,12.0
2304004,2305308,33.0
2304004,2305803,232.0
2304004,2305902,8.0
2304004,2306256,203.0
2304004,2306405,186.0
2304004,2306553,15.0
2304004,2306900,3.0
2304004,2307007,11.0
2304004,2307254,22.0
2304004,2307304,48.0
2304004,2307650,1236.0
2304004,2307809,14.0
2304004,2307908,208.0
2304004,2308005,15.0
2304004,2308377,3.0
2304004,2308609,26.0
2304004,2308708,356.0
2304004,2308807,698.0
2304004,2309003,184.0
2304004,2309300,14.0
2304004,2309607,74.0
2304004,2309904,2.0
2304004,2310258,11.0
2304004,2311306,15.0
2304004,2311702,24.0
2304004,2312205,16.0
2304004,2312304,76.0
2304004,2312809,1.0
2304004,2312908,2265.0
2304004,2313302,11.0
2304004,2313401,1387.0
2304004,2313609,69.0
2304004,2313906,244.0
2304004,2313955,8.0
2304004,2314102,302.0
2304103,2300101,26.0
2304103,2300150,91.0
2304103,2300200,429.0
2304103,2300309,302.0
2304103,2300408,35.0
2304103,2300507,237.0
2304103,2300754,279.0
2304103,2301000,3247.0
2304103,2301109,37.0
2304103,2301208,135.0
2304103,2301257,4700.0
2304103,2301307,12.0
2304103,2301406,140.0
2304103,2301505,542.0
2304103,2301604,21.0
2304103,2301802,5.0
2304103,2301851,111.0
2304103,2301901,131.0
2304103,2301950,177.0
2304103,2302057,58.0
2304103,2302107,261.0
2304103,2302305,229.0
2304103,2302404,2441.0
2304103,2302503,121.0
2304103,2302602,210.0
2304103,2302701,38.0
2304103,2302800,706.0
2304103,2302909,227.0
2304103,2303006,127.0
2304103,2303105,58.0
2304103,2303303,2.0
2304103,2303402,37.0
2304103,2303501,15.0
2304103,2303600,70.0
2304103,2303659,1458.0
2304103,2303709,820.0
2304103,2303808,485.0
2304103,2303931,117.0
2304103,2304004,141.0
2304103,2304202,452.0
2304103,2304236,1553.0
2304103,2304251,193.0
2304103,2304285,1830.0
2304103,2304301,61.0
2304103,2304350,2598.0
2304103,2304400,31272.0
2304103,2304509,265.0
2304103,2304657,48.0
2304103,2304707,100.0
2304103,2304806,17.0
2304103,2304905,72.0
2304103,2304954,56.0
2304103,2305001,682.0
2304103,2305100,176.0
2304103,2305209,349.0
2304103,2305233,130.0
2304103,2305266,169.0
2304103,2305308,72.0
2304103,2305407,67.0
2304103,2305506,1006.0
2304103,2305605,10522.0
2304103,2305654,6282.0
2304103,2305704,21.0
2304103,2305803,578.0
2304103,2305902,4505.0
2304103,2306009,40.0
2304103,2306108,115.0
2304103,2306256,341.0
2304103,2306306,66.0
2304103,2306405,289.0
2304103,2306504,158.0
2304103,2306553,145.0
2304103,2306603,117.0
2304103,2306900,46.0
2304103,2307007,31.0
2304103,2307106,71.0
2304103,2307254,278.0
2304103,2307304,4197.0
2304103,2307403,11.0
2304103,2307502,22.0
2304103,2307601,409.0
2304103,2307635,1073.0
2304103,2307650,5523.0
2304103,2307700,141.0
2304103,2307809,190.0
2304103,2307908,58.0
2304103,2308005,295.0
2304103,2308104,21.0
2304103,2308203,102.0
2304103,2308302,32.0
2304103,2308351,9.0
2304103,2308401,66.0
2304103,2308500,140.0
2304103,2308609,3407.0
2304103,2308708,748.0
2304103,2308906,309.0
2304103,2309003,151.0
2304103,2309102,180.0
2304103,2309300,7151.0
2304103,2309409,9293.0
2304103,2309458,177.0
2304103,2309508,48.0
2304103,2309607,205.0
2304103,2309706,51.0
2304103,2309805,203.0
2304103,2310100,169.0
2304103,2310209,39.0
2304103,2310258,56.0
2304103,2310308,622.0
2304103,2310407,346.0
2304103,2310506,635.0
2304103,2310704,15.0
2304103,2310803,298.0
2304103,2310852,8.0
2304103,2310951,174.0
2304103,2311009,3614.0
2304103,2311231,2.0
2304103,2311264,5422.0
2304103,2311306,904.0
2304103,2311405,852.0
2304103,2311603,312.0
2304103,2311702,177.0
2304103,2311801,137.0
2304103,2311959,8.0
2304103,2312007,264.0
2304103,2312205,832.0
2304103,2312304,427.0
2304103,2312403,26.0
2304103,2312700,425.0
2304103,2312809,72.0
2304103,2312908,6535.0
2304103,2313005,5.0
2304103,2313203,9489.0
2304103,2313302,2580.0
2304103,2313401,508.0
2304103,2313500,41.0
2304103,2313559,12.0
2304103,2313609,154.0
2304103,2313757,341.0
2304103,2313807,6.0
2304103,2313906,63.0
2304103,2313955,308.0
2304103,2314003,47.0
2304103,2314102,86.0
2304202,2300101,5630.0
2304202,2300150,882.0
2304202,2300200,2172.0
2304202,2300309,15734.0
2304202,2300408,9555.0
2304202,2300507,1210.0
2304202,2300606,8924.0
2304202,2300705,3472.0
2304202,2300754,1181.0
2304202,2300804,8980.0
2304202,2300903,356.0
2304202,2301000,4717.0
2304202,2301109,2587.0
2304202,2301208,358.0
2304202,2301257,1500.0
2304202,2301307,20376.0
2304202,2301406,20.0
2304202,2301505,4195.0
2304202,2301604,21088.0
2304202,2301703,13475.0
2304202,2301802,4538.0
2304202,2301851,404.0
2304202,2301901,40543.0
2304202,2301950,319.0
2304202,2302008,18178.0
2304202,2302057,882.0
2304202,2302107,733.0
2304202,2302206,2102.0
2304202,2302305,735.0
2304202,2302404,2811.0
2304202,2302503,26643.0
2304202,2302602,4645.0
2304202,2302701,21845.0
2304202,2302800,4181.0
2304202,2302909,594.0
2304202,2303006,832.0
2304202,2303105,1304.0
2304202,2303204,14136.0
2304202,2303303,8246.0
2304202,2303402,1698.0
2304202,2303501,2913.0
2304202,2303600,6045.0
2304202,2303659,1330.0
2304202,2303709,4548.0
2304202,2303808,12318.0
2304202,2303907,1097.0
2304202,2303931,356.0
2304202,2303956,193.0
2304202,2304004,2281.0
2304202,2304103,6049.0
2304202,2304236,2487.0
2304202,2304251,1984.0
2304202,2304269,1937.0
2304202,2304277,1609.0
2304202,2304285,4098.0
2304202,2304301,17253.0
2304202,2304350,1737.0
2304202,2304400,55431.0
2304202,2304459,770.0
2304202,2304509,1935.0
2304202,2304608,144.0
2304202,2304657,5206.0
2304202,2304707,4398.0
2304202,2304806,3100.0
2304202,2304905,1787.0
2304202,2304954,689.0
2304202,2305001,4037.0
2304202,2305209,1512.0
2304202,2305233,1566.0
2304202,2305266,1358.0
2304202,2305308,2064.0
2304202,2305332,1233.0
2304202,2305357,607.0
2304202,2305407,20667.0
2304202,2305506,38906.0
2304202,2305605,3606.0
2304202,2305654,1945.0
2304202,2305704,10399.0
2304202,2305803,4594.0
2304202,2305902,4098.0
2304202,2306009,2481.0
2304202,2306108,656.0
2304202,2306207,454.0
2304202,2306256,1610.0
2304202,2306306,3955.0
2304202,2306405,4524.0
2304202,2306504,44.0
2304202,2306553,2012.0
2304202,2306603,3291.0
2304202,2306702,2227.0
2304202,2306801,3388.0
2304202,2306900,12821.0
2304202,2307007,2522.0
2304202,2307106,15008.0
2304202,2307205,5361.0
2304202,2307254,1204.0
2304202,2307304,155217.0
2304202,2307403,15067.0
2304202,2307502,11679.0
2304202,2307601,4327.0
2304202,2307635,2261.0
2304202,2307650,9901.0
2304202,2307700,2443.0
2304202,2307809,941.0
2304202,2307908,861.0
2304202,2308005,2090.0
2304202,2308104,22395.0
2304202,2308203,772.0
2304202,2308302,15214.0
2304202,2308351,3678.0
2304202,2308377,361.0
2304202,2308401,21838.0
2304202,2308500,8745.0
2304202,2308609,1117.0
2304202,2308708,5265.0
2304202,2308807,745.0
2304202,2308906,1446.0
2304202,2309003,2766.0
2304202,2309102,45.0
2304202,2309201,17840.0
2304202,2309300,3931.0
2304202,2309409,3961.0
2304202,2309458,484.0
2304202,2309508,10636.0
2304202,2309607,2108.0
2304202,2309706,2396.0
2304202,2309805,123.0
2304202,2309904,1942.0
2304202,2310001,1022.0
2304202,2310100,369.0
2304202,2310209,2002.0
2304202,2310258,1221.0
2304202,2310308,10565.0
2304202,2310407,74.0
2304202,2310506,9572.0
2304202,2310605,11750.0
2304202,2310704,741.0
2304202,2310803,7698.0
2304202,2310852,933.0
2304202,2310902,6962.0
2304202,2310951,578.0
2304202,2311009,1612.0
2304202,2311108,11186.0
2304202,2311207,11735.0
2304202,2311231,1949.0
2304202,2311264,6822.0
2304202,2311306,4986.0
2304202,2311355,5421.0
2304202,2311405,8195.0
2304202,2311504,1830.0
2304202,2311603,372.0
2304202,2311702,2195.0
2304202,2311801,5559.0
2304202,2311900,10828.0
2304202,2311959,9962.0
2304202,2312007,2443.0
2304202,2312106,13299.0
2304202,2312205,3899.0
2304202,2312304,3269.0
2304202,2312403,693.0
2304202,2312502,1670.0
2304202,2312601,169.0
2304202,2312700,6816.0
2304202,2312809,569.0
2304202,2312908,8724.0
2304202,2313005,6251.0
2304202,2313104,3071.0
2304202,2313203,2105.0
2304202,2313252,8125.0
2304202,2313302,18260.0
2304202,2313351,420.0
2304202,2313401,9333.0
2304202,2313500,2115.0
2304202,2313559,681.0
2304202,2313609,3622.0
2304202,2313708,4052.0
2304202,2313757,279.0
2304202,2313807,1771.0
2304202,2313906,1154.0
2304202,2313955,2711.0
2304202,2314003,17763.0
