O,D,weight
2306256,2305902,2203.0
2306256,2306009,1602.0
2306256,2306108,1377.0
2306256,2306207,356.0
2306256,2306306,2507.0
2306256,2306405,3348.0
2306256,2306504,494.0
2306256,2306553,2147.0
2306256,2306603,1069.0
2306256,2306702,1612.0
2306256,2306801,1031.0
2306256,2306900,3121.0
2306256,2307007,1621.0
2306256,2307106,743.0
2306256,2307205,629.0
2306256,2307254,1809.0
2306256,2307304,6642.0
2306256,2307403,1402.0
2306256,2307502,946.0
2306256,2307601,4198.0
2306256,2307635,821.0
2306256,2307650,22272.0
2306256,2307700,4869.0
2306256,2307809,2053.0
2306256,2307908,1055.0
2306256,2308005,2077.0
2306256,2308104,2091.0
2306256,2308203,839.0
2306256,2308302,1520.0
2306256,2308351,1076.0
2306256,2308377,583.0
2306256,2308401,1251.0
2306256,2308500,1732.0
2306256,2308609,808.0
2306256,2308708,4529.0
2306256,2308807,420.0
2306256,2308906,1528.0
2306256,2309003,1377.0
2306256,2309102,1088.0
2306256,2309201,727.0
2306256,2309300,3398.0
2306256,2309409,2078.0
2306256,2309458,871.0
2306256,2309508,1124.0
2306256,2309607,4571.0
2306256,2309706,10073.0
2306256,2309805,356.0
2306256,2309904,619.0
2306256,2310001,706.0
2306256,2310100,623.0
2306256,2310209,2401.0
2306256,2310258,2892.0
2306256,2310308,1562.0
2306256,2310407,517.0
2306256,2310506,1555.0
2306256,2310605,903.0
2306256,2310704,2330.0
2306256,2310803,1677.0
2306256,2310852,1521.0
2306256,2310902,1593.0
2306256,2310951,431.0
2306256,2311009,624.0
2306256,2311108,748.0
2306256,2311207,1024.0
2306256,2311231,384.0
2306256,2311264,1243.0
2306256,2311306,4460.0
2306256,2311355,565.0
2306256,2311405,4535.0
2306256,2311504,1687.0
2306256,2311603,1397.0
2306256,2311702,1198.0
2306256,2311801,4497.0
2306256,2311900,903.0
2306256,2311959,689.0
2306256,2312007,746.0
2306256,2312106,117.0
2306256,2312205,2524.0
2306256,2312304,2173.0
2306256,2312403,4766.0
2306256,2312502,1101.0
2306256,2312601,986.0
2306256,2312700,1941.0
2306256,2312809,682.0
2306256,2312908,6719.0
2306256,2313005,1207.0
2306256,2313104,2013.0
2306256,2313203,1814.0
2306256,2313252,766.0
2306256,2313302,2457.0
2306256,2313351,740.0
2306256,2313401,3395.0
2306256,2313500,2351.0
2306256,2313559,506.0
2306256,2313609,1309.0
2306256,2313708,90.0
2306256,2313757,693.0
2306256,2313807,1290.0
2306256,2313906,925.0
2306256,2313955,2814.0
2306256,2314003,1716.0
2306256,2314102,1953.0
2306306,2300150,5.0
2306306,2300200,144.0
2306306,2300309,5.0
2306306,2300507,784.0
2306306,2300754,145.0
2306306,2300903,281.0
2306306,2301000,1007.0
2306306,2301109,11.0
2306306,2301208,3.0
2306306,2301257,35.0
2306306,2301851,59.0
2306306,2301950,5.0
2306306,2302107,11.0
2306306,2302206,33.0
2306306,2302305,78.0
2306306,2302404,58.0
2306306,2302503,1016.0
2306306,2302602,3.0
2306306,2302701,3.0
2306306,2302800,206.0
2306306,2303006,16.0
2306306,2303105,7.0
2306306,2303501,462.0
2306306,2303709,867.0
2306306,2303956,8.0
2306306,2304004,5.0
2306306,2304103,7.0
2306306,2304202,195.0
2306306,2304251,32.0
2306306,2304285,864.0
2306306,2304350,834.0
2306306,2304400,10780.0
2306306,2304459,4.0
2306306,2304509,17.0
2306306,2304608,470.0
2306306,2304707,17.0
2306306,2304954,10.0
2306306,2305209,12.0
2306306,2305233,88.0
2306306,2305332,6.0
2306306,2305407,11.0
2306306,2305506,79.0
2306306,2305605,4.0
2306306,2305803,35.0
2306306,2306108,10381.0
2306306,2306256,266.0
2306306,2306405,2768.0
2306306,2306553,107.0
2306306,2306603,14.0
2306306,2307007,11.0
2306306,2307254,105.0
2306306,2307304,93.0
2306306,2307601,40.0
2306306,2307635,1.0
2306306,2307650,3292.0
2306306,2307700,127.0
2306306,2307809,14.0
2306306,2308005,30.0
2306306,2308104,10.0
2306306,2308203,98.0
2306306,2308377,256.0
2306306,2308609,4.0
2306306,2308708,1307.0
2306306,2309300,34.0
2306306,2309607,65.0
2306306,2309706,2357.0
2306306,2310209,81.0
2306306,2310258,85.0
2306306,2310407,97.0
2306306,2310605,1.0
2306306,2310704,3706.0
2306306,2310803,166.0
2306306,2311264,3.0
2306306,2311306,72.0
2306306,2311405,137.0
2306306,2311504,55.0
2306306,2311801,110.0
2306306,2311959,2.0
2306306,2312205,44.0
2306306,2312304,50.0
2306306,2312403,143.0
2306306,2312601,242.0
2306306,2312700,3.0
2306306,2312908,2412.0
2306306,2313005,1.0
2306306,2313302,74.0
2306306,2313351,2622.0
2306306,2313401,221.0
2306306,2313500,846.0
2306306,2313559,668.0
2306306,2313757,511.0
2306306,2313807,2870.0
2306306,2313906,4.0
2306306,2314102,472.0
2306405,2300101,50.0
2306405,2300150,61.0
2306405,2300200,6394.0
2306405,2300309,102.0
2306405,2300408,11.0
2306405,2300507,1108.0
2306405,2300705,39.0
2306405,2300754,27723.0
2306405,2300804,23.0
2306405,2300903,2239.0
2306405,2301000,3479.0
2306405,2301109,178.0
2306405,2301208,98.0
2306405,2301307,54.0
2306405,2301406,51.0
2306405,2301604,119.0
2306405,2301703,95.0
2306405,2301851,30.0
2306405,2301901,112.0
2306405,2301950,37.0
2306405,2302008,167.0
2306405,2302057,428.0
2306405,2302107,92.0
2306405,2302206,183.0
2306405,2302305,5493.0
2306405,2302404,373.0
2306405,2302503,422.0
2306405,2302602,1364.0
2306405,2302701,30.0
2306405,2302800,1010.0
2306405,2302909,28.0
2306405,2303006,195.0
2306405,2303105,1160.0
2306405,2303204,63.0
2306405,2303303,5.0
2306405,2303402,222.0
2306405,2303501,747.0
2306405,2303600,39.0
2306405,2303659,35.0
2306405,2303709,3400.0
2306405,2303907,316.0
2306405,2303931,34.0
2306405,2303956,74.0
2306405,2304004,1061.0
2306405,2304103,638.0
2306405,2304202,645.0
2306405,2304236,479.0
2306405,2304251,3105.0
2306405,2304269,41.0
2306405,2304277,4.0
2306405,2304285,3856.0
2306405,2304301,79.0
2306405,2304350,4233.0
2306405,2304400,43122.0
2306405,2304459,18.0
2306405,2304509,362.0
2306405,2304608,1451.0
2306405,2304657,1146.0
2306405,2304707,1096.0
2306405,2304905,1178.0
2306405,2304954,97.0
2306405,2305001,418.0
2306405,2305100,9.0
2306405,2305209,170.0
2306405,2305233,482.0
2306405,2305266,79.0
2306405,2305308,47.0
2306405,2305332,292.0
2306405,2305357,23.0
2306405,2305407,92.0
2306405,2305506,224.0
2306405,2305605,159.0
2306405,2305654,16.0
2306405,2305704,124.0
2306405,2305803,314.0
2306405,2305902,229.0
2306405,2306009,25.0
2306405,2306108,7302.0
2306405,2306207,16.0
2306405,2306256,615.0
2306405,2306306,15584.0
2306405,2306504,50.0
2306405,2306553,13658.0
2306405,2306603,39.0
2306405,2306900,30.0
2306405,2307007,173.0
2306405,2307106,179.0
2306405,2307254,3384.0
2306405,2307304,1217.0
2306405,2307403,5.0
2306405,2307601,236.0
2306405,2307635,46.0
2306405,2307650,8450.0
2306405,2307700,590.0
2306405,2307809,3492.0
2306405,2307908,319.0
2306405,2308005,3388.0
2306405,2308104,189.0
2306405,2308203,1074.0
2306405,2308302,174.0
2306405,2308351,50.0
2306405,2308377,8015.0
2306405,2308500,98.0
2306405,2308609,92.0
2306405,2308708,1554.0
2306405,2308807,642.0
2306405,2308906,2859.0
2306405,2309003,101.0
2306405,2309201,66.0
2306405,2309300,174.0
2306405,2309409,89.0
2306405,2309458,44.0
2306405,2309508,53.0
2306405,2309607,235.0
2306405,2309706,1860.0
2306405,2309805,22.0
2306405,2309904,78.0
2306405,2310001,50.0
2306405,2310209,3396.0
2306405,2310258,6333.0
2306405,2310308,81.0
2306405,2310407,226.0
2306405,2310506,238.0
2306405,2310605,13.0
2306405,2310704,7444.0
2306405,2310803,362.0
2306405,2310852,48.0
2306405,2310902,14.0
2306405,2310951,1.0
2306405,2311009,59.0
2306405,2311108,11.0
2306405,2311207,37.0
2306405,2311306,409.0
2306405,2311355,7.0
2306405,2311405,297.0
2306405,2311504,80.0
2306405,2311603,72.0
2306405,2311702,112.0
2306405,2311801,549.0
2306405,2311900,29.0
2306405,2311959,51.0
2306405,2312007,2547.0
2306405,2312106,31.0
2306405,2312205,3136.0
2306405,2312304,352.0
2306405,2312403,4213.0
2306405,2312601,6985.0
2306405,2312700,130.0
2306405,2312809,51.0
2306405,2312908,12675.0
2306405,2313005,83.0
2306405,2313104,62.0
2306405,2313203,93.0
2306405,2313302,124.0
2306405,2313351,5580.0
2306405,2313401,2009.0
2306405,2313500,16907.0
2306405,2313559,14781.0
2306405,2313609,206.0
2306405,2313757,9664.0
2306405,2313807,15989.0
2306405,2313906,557.0
2306405,2313955,768.0
2306405,2314003,33.0
2306405,2314102,1734.0
2306504,2300150,169.0
2306504,2301000,314.0
2306504,2301208,63.0
2306504,2301950,594.0
2306504,2302107,156.0
2306504,2302404,72.0
2306504,2302909,242.0
2306504,2303709,84.0
2306504,2303931,7.0
2306504,2304103,24.0
2306504,2304285,343.0
2306504,2304400,2689.0
2306504,2304954,116.0
2306504,2305233,41.0
2306504,2305266,11.0
2306504,2306256,35.0
2306504,2306900,6.0
2306504,2307650,2041.0
2306504,2307700,71.0
2306504,2308500,4.0
2306504,2308708,358.0
2306504,2309102,62.0
2306504,2309607,85.0
2306504,2309706,113.0
2306504,2309805,8.0
2306504,2310704,2.0
2306504,2311306,510.0
2306504,2311603,300.0
2306504,2312908,87.0
2306553,2300200,6565.0
2306553,2300705,6.0
2306553,2300754,618.0
2306553,2301000,1885.0
2306553,2301109,100.0
2306553,2301901,19.0
2306553,2302057,16.0
2306553,2302206,21.0
2306553,2302305,352.0
2306553,2302404,416.0
2306553,2302503,203.0
2306553,2302602,377.0
2306553,2302800,61.0
2306553,2302909,54.0
2306553,2303105,19.0
2306553,2303709,679.0
2306553,2303907,48.0
2306553,2304103,93.0
2306553,2304202,103.0
2306553,2304251,379.0
2306553,2304285,813.0
2306553,2304350,1409.0
2306553,2304400,14314.0
2306553,2304459,25.0
2306553,2304657,6.0
2306553,2304707,69.0
2306553,2305001,17.0
2306553,2305100,12.0
2306553,2305233,85.0
2306553,2305357,479.0
2306553,2305506,79.0
2306553,2305704,18.0
2306553,2305803,69.0
2306553,2305902,23.0
2306553,2306108,57.0
2306553,2306207,7.0
2306553,2306256,267.0
2306553,2306306,102.0
2306553,2306405,2439.0
2306553,2306900,2.0
2306553,2307007,70.0
2306553,2307254,897.0
2306553,2307304,223.0
2306553,2307601,10.0
2306553,2307650,3759.0
2306553,2307700,60.0
2306553,2307809,288.0
2306553,2308005,2.0
2306553,2308203,21.0
2306553,2308302,555.0
2306553,2308377,108.0
2306553,2308708,561.0
2306553,2308906,162.0
2306553,2309300,72.0
2306553,2309409,12.0
2306553,2309607,18.0
2306553,2309706,110.0
2306553,2310209,106.0
2306553,2310258,158.0
2306553,2310704,124.0
2306553,2310852,6.0
2306553,2311306,15.0
2306553,2311405,4.0
2306553,2311504,5.0
2306553,2311801,73.0
2306553,2312007,114.0
2306553,2312205,28.0
2306553,2312304,51.0
2306553,2312403,167.0
2306553,2312908,2446.0
2306553,2313104,6.0
2306553,2313203,40.0
2306553,2313302,44.0
2306553,2313401,861.0
2306553,2313500,128.0
2306553,2313559,99.0
2306553,2313609,208.0
2306553,2313757,12.0
2306553,2313807,87.0
2306553,2313906,21.0
2306553,2313955,69.0
2306553,2314102,30.0
2306603,2300309,242.0
2306603,2301000,370.0
2306603,2301208,27.0
2306603,2301851,81.0
2306603,2301901,16.0
2306603,2302404,333.0
2306603,2302800,651.0
2306603,2303006,171.0
2306603,2303709,46.0
2306603,2303931,16.0
2306603,2304202,95.0
2306603,2304285,553.0
2306603,2304400,3118.0
2306603,2304608,29.0
2306603,2305209,106.0
2306603,2305233,47.0
2306603,2305266,71.0
2306603,2305332,31.0
2306603,2305506,57.0
2306603,2306256,99.0
2306603,2307304,458.0
2306603,2307601,57.0
2306603,2307635,698.0
2306603,2307650,1864.0
2306603,2308351,31.0
2306603,2308708,295.0
2306603,2309300,54.0
2306603,2309458,60.0
2306603,2309607,63.0
2306603,2309706,6.0
2306603,2310407,262.0
2306603,2310506,85.0
2306603,2311306,347.0
2306603,2311405,149.0
2306603,2311801,10.0
2306603,2312205,185.0
2306603,2312304,3.0
2306603,2312700,60.0
2306603,2312908,193.0
2306603,2313401,51.0
2306702,2300705,51.0
2306702,2301000,402.0
2306702,2301109,160.0
2306702,2301505,2.0
2306702,2301851,110.0
2306702,2301901,302.0
2306702,2301950,81.0
2306702,2302107,55.0
2306702,2303501,27.0
2306702,2303709,152.0
2306702,2303956,17.0
2306702,2304202,143.0
2306702,2304269,67.0
2306702,2304285,166.0
2306702,2304400,3813.0
2306702,2304954,7.0
2306702,2305233,24.0
2306702,2305506,283.0
2306702,2305803,446.0
2306702,2306009,133.0
2306702,2306256,172.0
2306702,2306405,25.0
2306702,2306801,68.0
2306702,2306900,1260.0
2306702,2307007,149.0
2306702,2307304,854.0
2306702,2307403,1.0
2306702,2307601,350.0
2306702,2307650,1335.0
2306702,2307700,45.0
2306702,2308351,79.0
2306702,2308708,716.0
2306702,2309607,25.0
2306702,2309706,23.0
2306702,2310100,11.0
2306702,2310704,21.0
2306702,2310803,64.0
2306702,2311306,826.0
2306702,2311405,54.0
2306702,2311504,140.0
2306702,2311603,27.0
2306702,2311801,743.0
2306702,2312403,76.0
2306702,2312700,119.0
2306702,2312908,330.0
2306702,2313005,552.0
2306702,2313104,118.0
2306702,2313500,16.0
2306801,2300101,19.0
2306801,2300150,14.0
2306801,2300705,1012.0
2306801,2301000,164.0
2306801,2301109,65.0
2306801,2301703,13.0
2306801,2301851,17.0
2306801,2301901,189.0
2306801,2302008,40.0
2306801,2302107,3.0
2306801,2302206,2.0
2306801,2302404,56.0
2306801,2302503,29.0
2306801,2303501,7.0
2306801,2303709,73.0
2306801,2304103,5.0
2306801,2304202,256.0
2306801,2304277,16.0
2306801,2304285,155.0
2306801,2304400,2574.0
2306801,2304459,3.0
2306801,2304657,77.0
2306801,2305233,32.0
2306801,2305407,75.0
2306801,2305506,126.0
2306801,2306009,89.0
2306801,2306256,44.0
2306801,2306702,1931.0
2306801,2306900,970.0
2306801,2307007,9.0
2306801,2307304,1603.0
2306801,2307502,37.0
2306801,2307601,420.0
2306801,2307650,1224.0
2306801,2307700,6.0
2306801,2308104,86.0
2306801,2308708,691.0
2306801,2309300,4.0
2306801,2309508,83.0
2306801,2309607,134.0
2306801,2309706,18.0
2306801,2310258,59.0
2306801,2310704,2.0
2306801,2310803,22.0
2306801,2310852,5.0
2306801,2311231,7.0
2306801,2311306,100.0
2306801,2311355,18.0
2306801,2311405,24.0
2306801,2311504,49.0
2306801,2311801,257.0
2306801,2312205,2.0
2306801,2312502,27.0
2306801,2312908,77.0
2306801,2313104,97.0
2306801,2313401,3.0
2306801,2313500,3.0
2306801,2313955,6.0
2306900,2300101,36.0
2306900,2300150,27.0
2306900,2300200,224.0
2306900,2300309,3922.0
2306900,2300606,18.0
2306900,2300705,6873.0
2306900,2300754,50.0
2306900,2300804,35.0
2306900,2301000,1405.0
2306900,2301109,3295.0
2306900,2301257,48.0
2306900,2301307,29.0
2306900,2301406,23.0
2306900,2301505,1063.0
2306900,2301604,93.0
2306900,2301703,221.0
2306900,2301802,38.0
2306900,2301851,136.0
2306900,2301901,1360.0
2306900,2301950,144.0
2306900,2302008,151.0
2306900,2302057,44.0
2306900,2302107,178.0
2306900,2302206,548.0
2306900,2302305,72.0
2306900,2302404,343.0
2306900,2302503,380.0
2306900,2302602,143.0
2306900,2302701,192.0
2306900,2302800,354.0
2306900,2302909,51.0
2306900,2303006,28.0
2306900,2303105,5.0
2306900,2303204,37.0
2306900,2303303,61.0
2306900,2303402,33.0
2306900,2303501,356.0
2306900,2303600,3074.0
2306900,2303659,85.0
2306900,2303709,723.0
2306900,2303808,2419.0
2306900,2303907,51.0
2306900,2303931,50.0
2306900,2303956,134.0
2306900,2304004,99.0
2306900,2304103,245.0
2306900,2304202,1397.0
2306900,2304236,38.0
2306900,2304251,158.0
2306900,2304269,2223.0
2306900,2304277,7765.0
2306900,2304285,682.0
2306900,2304301,134.0
2306900,2304350,54.0
2306900,2304400,15229.0
2306900,2304459,47.0
2306900,2304509,58.0
2306900,2304608,21.0
2306900,2304657,26.0
2306900,2304707,111.0
2306900,2304806,353.0
2306900,2304905,55.0
2306900,2304954,131.0
2306900,2305001,42.0
2306900,2305209,76.0
2306900,2305233,262.0
2306900,2305266,33.0
2306900,2305308,28.0
2306900,2305332,811.0
2306900,2305357,524.0
2306900,2305407,8192.0
2306900,2305506,6724.0
2306900,2305605,1987.0
2306900,2305654,31.0
2306900,2305704,248.0
2306900,2305803,74.0
2306900,2305902,12.0
2306900,2306009,9951.0
2306900,2306108,54.0
2306900,2306207,1229.0
2306900,2306256,511.0
2306900,2306306,149.0
2306900,2306405,175.0
2306900,2306504,58.0
2306900,2306553,102.0
2306900,2306603,4.0
2306900,2306702,9481.0
2306900,2306801,9570.0
2306900,2307007,3967.0
2306900,2307106,77.0
2306900,2307205,77.0
2306900,2307254,96.0
2306900,2307304,7502.0
2306900,2307403,471.0
2306900,2307502,1829.0
2306900,2307601,10714.0
2306900,2307635,44.0
2306900,2307650,3661.0
2306900,2307700,194.0
2306900,2307809,84.0
2306900,2307908,60.0
2306900,2308005,12.0
2306900,2308104,158.0
2306900,2308203,20.0
2306900,2308302,155.0
2306900,2308351,3678.0
2306900,2308377,16.0
2306900,2308401,76.0
2306900,2308500,3685.0
2306900,2308609,13.0
2306900,2308708,6308.0
2306900,2308807,15.0
2306900,2308906,68.0
2306900,2309003,9.0
2306900,2309102,75.0
2306900,2309201,132.0
2306900,2309300,161.0
2306900,2309409,55.0
2306900,2309458,15.0
2306900,2309508,3669.0
2306900,2309607,293.0
2306900,2309706,136.0
2306900,2309904,13.0
2306900,2310001,1340.0
2306900,2310100,49.0
2306900,2310209,5.0
2306900,2310258,569.0
2306900,2310308,3992.0
2306900,2310407,95.0
2306900,2310506,2944.0
2306900,2310605,42.0
2306900,2310704,62.0
2306900,2310803,10905.0
2306900,2310852,70.0
2306900,2310902,3410.0
2306900,2311009,67.0
2306900,2311108,128.0
2306900,2311207,80.0
2306900,2311231,4101.0
2306900,2311264,621.0
2306900,2311306,393.0
2306900,2311355,1052.0
2306900,2311405,459.0
2306900,2311504,3976.0
2306900,2311603,122.0
2306900,2311702,15.0
2306900,2311801,10455.0
2306900,2311900,953.0
2306900,2311959,93.0
2306900,2312007,52.0
2306900,2312106,12.0
2306900,2312205,117.0
2306900,2312304,89.0
2306900,2312403,200.0
2306900,2312502,3770.0
2306900,2312601,23.0
2306900,2312700,2833.0
2306900,2312809,5.0
2306900,2312908,394.0
2306900,2313005,6397.0
2306900,2313104,8303.0
2306900,2313203,74.0
2306900,2313252,48.0
2306900,2313302,4560.0
2306900,2313351,19.0
2306900,2313401,275.0
2306900,2313500,83.0
2306900,2313559,6.0
2306900,2313609,57.0
2306900,2313708,123.0
2306900,2313807,54.0
2306900,2313906,81.0
2306900,2313955,32.0
2306900,2314003,344.0
2306900,2314102,68.0
2307007,2300150,95.0
2307007,2300200,109.0
2307007,2300309,107.0
2307007,2300408,8.0
2307007,2300705,207.0
2307007,2300754,98.0
2307007,2300804,10.0
2307007,2301000,990.0
2307007,2301109,3583.0
2307007,2301208,4.0
2307007,2301257,71.0
2307007,2301307,3.0
2307007,2301406,22.0
2307007,2301505,30.0
2307007,2301604,36.0
2307007,2301703,145.0
2307007,2301851,18.0
2307007,2301901,122.0
2307007,2301950,15.0
2307007,2302008,16.0
2307007,2302057,34.0
2307007,2302107,22.0
2307007,2302206,196.0
2307007,2302305,56.0
2307007,2302404,149.0
2307007,2302503,81.0
2307007,2302602,60.0
2307007,2302701,31.0
2307007,2302800,122.0
2307007,2302909,4.0
2307007,2303105,15.0
2307007,2303204,79.0
2307007,2303303,66.0
2307007,2303402,88.0
2307007,2303501,534.0
2307007,2303600,32.0
2307007,2303659,34.0
2307007,2303709,614.0
2307007,2303808,21.0
2307007,2303907,29.0
2307007,2303931,34.0
2307007,2303956,12.0
2307007,2304004,85.0
2307007,2304103,133.0
2307007,2304202,107.0
2307007,2304236,57.0
2307007,2304251,100.0
2307007,2304269,19.0
2307007,2304285,1684.0
2307007,2304301,156.0
2307007,2304350,30.0
2307007,2304400,10411.0
2307007,2304459,497.0
2307007,2304509,49.0
2307007,2304707,38.0
2307007,2304905,4.0
2307007,2304954,51.0
2307007,2305001,119.0
2307007,2305209,84.0
2307007,2305233,454.0
2307007,2305266,84.0
2307007,2305308,36.0
2307007,2305332,169.0
2307007,2305357,455.0
2307007,2305407,184.0
2307007,2305506,403.0
2307007,2305605,169.0
2307007,2305654,39.0
2307007,2305704,54.0
2307007,2305803,148.0
2307007,2305902,69.0
2307007,2306009,177.0
2307007,2306108,32.0
2307007,2306207,2281.0
2307007,2306256,277.0
2307007,2306306,64.0
2307007,2306405,259.0
2307007,2306504,35.0
2307007,2306553,103.0
2307007,2306603,14.0
2307007,2306702,117.0
2307007,2306801,54.0
2307007,2306900,592.0
2307007,2307106,58.0
2307007,2307205,33.0
2307007,2307254,113.0
2307007,2307304,609.0
2307007,2307403,21.0
2307007,2307502,123.0
2307007,2307601,2384.0
2307007,2307635,137.0
2307007,2307650,2924.0
2307007,2307700,165.0
2307007,2307809,29.0
2307007,2307908,14.0
2307007,2308005,28.0
2307007,2308104,89.0
2307007,2308203,23.0
2307007,2308302,24.0
2307007,2308377,3.0
2307007,2308401,34.0
2307007,2308500,69.0
2307007,2308609,45.0
2307007,2308708,1284.0
2307007,2308807,5.0
2307007,2309003,117.0
2307007,2309102,2.0
2307007,2309201,47.0
2307007,2309300,234.0
2307007,2309409,113.0
2307007,2309458,33.0
2307007,2309508,72.0
2307007,2309607,275.0
2307007,2309706,114.0
2307007,2309805,1.0
2307007,2310001,338.0
2307007,2310100,3.0
2307007,2310209,7.0
2307007,2310258,190.0
2307007,2310308,33.0
2307007,2310407,12.0
2307007,2310506,32.0
2307007,2310605,11.0
2307007,2310704,12.0
2307007,2310803,14.0
2307007,2310852,21.0
2307007,2310951,30.0
2307007,2311009,15.0
2307007,2311108,59.0
2307007,2311231,3.0
2307007,2311264,64.0
2307007,2311306,292.0
2307007,2311355,12.0
2307007,2311405,220.0
2307007,2311504,327.0
2307007,2311603,61.0
2307007,2311702,26.0
2307007,2311801,3915.0
2307007,2311900,51.0
2307007,2312007,64.0
2307007,2312106,21.0
2307007,2312205,160.0
2307007,2312304,71.0
2307007,2312403,64.0
2307007,2312502,17.0
2307007,2312700,59.0
2307007,2312908,531.0
2307007,2313005,32.0
2307007,2313104,151.0
2307007,2313203,67.0
2307007,2313252,71.0
2307007,2313302,22.0
2307007,2313401,288.0
2307007,2313500,152.0
2307007,2313609,180.0
2307007,2313757,2.0
2307007,2313906,7.0
2307007,2313955,69.0
2307007,2314003,84.0
2307007,2314102,52.0
2307106,2300309,1.0
2307106,2300804,142.0
2307106,2301000,220.0
2307106,2301703,8.0
2307106,2301901,1569.0
2307106,2302404,42.0
2307106,2302503,100.0
2307106,2302800,7.0
2307106,2303709,16.0
2307106,2303808,16.0
2307106,2304202,1047.0
2307106,2304285,64.0
2307106,2304301,3.0
2307106,2304400,1226.0
2307106,2305506,754.0
2307106,2305704,63.0
2307106,2306256,134.0
2307106,2307007,10.0
2307106,2307205,48.0
2307106,2307304,3781.0
2307106,2307650,1161.0
2307106,2308104,97.0
2307106,2308302,33.0
2307106,2308401,101.0
2307106,2308708,272.0
2307106,2309201,50.0
2307106,2309706,6.0
2307106,2310605,37.0
2307106,2311108,114.0
2307106,2312106,9.0
2307106,2314003,6.0
2307205,2300200,7.0
2307205,2301000,125.0
2307205,2301901,430.0
2307205,2302008,15.0
2307205,2302404,53.0
2307205,2302503,577.0
2307205,2302909,2.0
2307205,2303709,58.0
2307205,2304202,452.0
2307205,2304251,5.0
2307205,2304285,56.0
2307205,2304400,785.0
2307205,2304707,10.0
2307205,2305233,13.0
2307205,2305308,10.0
2307205,2305506,114.0
2307205,2306256,107.0
2307205,2306900,17.0
2307205,2307007,7.0
2307205,2307106,42.0
2307205,2307304,1450.0
2307205,2307650,622.0
2307205,2307700,12.0
2307205,2308104,20.0
2307205,2308500,2.0
2307205,2308708,141.0
2307205,2309201,21.0
2307205,2309706,34.0
2307205,2310258,15.0
2307205,2310605,56.0
2307205,2311108,13.0
2307205,2311801,56.0
2307205,2312908,8.0
2307205,2313005,16.0
2307254,2300150,5.0
2307254,2300200,1623.0
2307254,2300754,284.0
2307254,2301000,1250.0
2307254,2301109,10.0
2307254,2302057,19.0
2307254,2302305,248.0
2307254,2302404,363.0
2307254,2302503,157.0
2307254,2302602,947.0
2307254,2302800,7.0
2307254,2303501,26.0
2307254,2303709,555.0
2307254,2303907,12.0
2307254,2303956,1.0
2307254,2304004,78.0
2307254,2304202,22.0
2307254,2304251,5042.0
2307254,2304285,764.0
2307254,2304350,1654.0
2307254,2304400,7481.0
2307254,2304707,174.0
2307254,2305001,2.0
2307254,2305506,11.0
2307254,2305803,21.0
2307254,2306256,105.0
2307254,2306306,18.0
2307254,2306405,722.0
2307254,2306553,96.0
2307254,2306702,8.0
2307254,2307007,11.0
2307254,2307304,33.0
2307254,2307601,465.0
2307254,2307650,1802.0
2307254,2307700,32.0
2307254,2307809,45.0
2307254,2307908,32.0
2307254,2308005,89.0
2307254,2308302,1922.0
2307254,2308708,242.0
2307254,2309607,9.0
2307254,2310209,12.0
2307254,2310258,16.0
2307254,2311801,24.0
2307254,2312403,36.0
2307254,2312908,3424.0
2307254,2313351,12.0
2307254,2313401,485.0
2307254,2313500,14.0
2307254,2313609,9.0
2307254,2313906,3.0
2307304,2300101,26967.0
2307304,2300150,178.0
2307304,2300200,4352.0
2307304,2300309,60376.0
2307304,2300408,31113.0
2307304,2300507,378.0
2307304,2300606,30952.0
2307304,2300705,7610.0
2307304,2300754,3053.0
2307304,2300804,33118.0
2307304,2300903,436.0
2307304,2301000,9253.0
2307304,2301109,5692.0
2307304,2301208,774.0
2307304,2301257,6907.0
2307304,2301307,52435.0
2307304,2301406,270.0
2307304,2301505,16176.0
2307304,2301604,70265.0
2307304,2301703,61567.0
2307304,2301802,13202.0
2307304,2301851,3803.0
2307304,2301901,291098.0
2307304,2301950,515.0
2307304,2302008,66351.0
2307304,2302057,2626.0
2307304,2302107,2014.0
2307304,2302206,2317.0
2307304,2302305,2571.0
2307304,2302404,10957.0
2307304,2302503,135273.0
2307304,2302602,11564.0
2307304,2302701,81684.0
2307304,2302800,6209.0
2307304,2302909,567.0
2307304,2303006,855.0
2307304,2303105,1311.0
2307304,2303204,81373.0
2307304,2303303,32036.0
2307304,2303402,2270.0
2307304,2303501,2443.0
2307304,2303600,29301.0
2307304,2303659,3746.0
2307304,2303709,6181.0
2307304,2303808,54256.0
2307304,2303907,2630.0
2307304,2303931,708.0
2307304,2303956,411.0
2307304,2304004,2633.0
2307304,2304103,29586.0
2307304,2304202,387358.0
2307304,2304236,1886.0
2307304,2304251,4003.0
2307304,2304269,12953.0
2307304,2304277,6004.0
2307304,2304285,7705.0
2307304,2304301,56147.0
2307304,2304350,1243.0
2307304,2304400,168644.0
2307304,2304459,1289.0
2307304,2304509,3024.0
2307304,2304608,314.0
2307304,2304657,4153.0
2307304,2304707,7866.0
2307304,2304806,17440.0
2307304,2304905,709.0
2307304,2304954,82.0
2307304,2305001,6822.0
2307304,2305100,39.0
2307304,2305209,2375.0
2307304,2305233,2504.0
2307304,2305266,1412.0
2307304,2305308,3570.0
2307304,2305332,6566.0
