origin,ncm,export
2300150,4011,31077.051798056877
2300150,4012,127077.68711350566
2300150,4013,581.683558250453
2300150,4015,991.7233186565006
2300150,4016,1392.855177866887
2300150,4107,370.07980204184787
2300150,4201,91.61144845327723
2300150,4202,933.7351498697112
2300150,4203,830.1381618352458
2300150,4401,291587.5861026858
2300150,4402,1924.2858540591133
2300150,4404,25241.403949849482
2300150,4407,995396.1554753789
2300150,4412,1748.8569124389535
2300150,4415,3948.4507103013602
2300150,4417,154.31194431525628
2300150,4418,320.33957668230545
2300150,4421,650.664571997663
2300150,4707,87.77844536540988
2300150,4802,3788.5722534044144
2300150,4808,2931.432012500657
2300150,4810,116.33849307748764
2300150,4811,512.009100899626
2300150,4812,3252.393786255115
2300150,4817,76.36054976425054
2300150,4818,5057.822960796829
2300150,4819,164.25954772061053
2300150,4820,5072.196894758478
2300150,4821,225290.88740916352
2300150,4823,738.6887174236219
2300150,4901,519.9128337208126
2300150,4911,5935.929758451662
2300150,5203,295.3469231173557
2300150,5204,6017.437477577375
2300150,5208,280869.6534948184
2300150,5209,13336443.647842165
2300150,5210,44270.58067139056
2300150,5211,18901739.58157834
2300150,5309,14247.869446583709
2300150,5401,798.112565176353
2300150,5402,188.9216564537754
2300150,5404,338.6731790470001
2300150,5407,56708.574216203066
2300150,5408,10900.126621298059
2300150,5508,49181.56981692758
2300150,5513,6108.939068836551
2300150,5515,5882.123852552963
2300150,5516,6495.547498032518
2300150,5601,173.82783933201236
2300150,5603,284.44304787183324
2300150,5604,113.70199086423807
2300150,5607,84.86229115536237
2300150,5802,37045.33093780308
2300150,5806,19650.880772542627
2300150,5807,37518.61711346967
2300150,5808,1014.6821010411401
2300150,5810,4134.81467498432
2300150,6006,598025.0364155446
2300150,6103,124904.63499513111
2300150,6104,26398.623909419442
2300150,6105,66716.00085103154
2300150,6106,58887.937544196655
2300150,6109,1890.2131017731397
2300150,6112,784040.0700087373
2300150,6114,8043739.663755728
2300150,6116,191.0973065511771
2300150,6201,203.69741158394825
2300150,6202,92039.91598250998
2300150,6203,3021046.8587317653
2300150,6204,5973136.426364802
2300150,6205,45989.595451600246
2300150,6206,530572.8794457149
2300150,6212,2049.602000727778
2300150,6217,2167.7797604557013
2300150,6305,138098.14088034004
2300150,6307,575.0522529756065
2300150,6309,167.40655886994324
2300150,6401,602.3998925846431
2300150,6402,10380.567733448755
2300150,6403,984.680239679511
2300150,6406,71.14257886369342
2300150,6802,2832.9178509128483
2300150,6804,2315.930192948018
2300150,6805,839.5862116523696
2300150,6810,1346.8781153286595
2300150,6811,556.7956753643268
2300150,6813,338.69070131989463
2300150,6904,9372.603662917321
2300150,6905,265.9892483454727
2300150,6910,5389.110570712867
2300150,6912,724.0111385054865
2300150,6914,1720.4281472556352
2300150,7007,2242.111467093295
2300150,7009,225.3696781236561
2300150,7010,1732.2791356123594
2300150,7016,12373.237230318373
2300150,7117,3393.4026098631184
2300150,7204,41683.39607434786
2300150,7206,9165.641072941871
2300150,7208,732836.6858050216
2300150,7209,5420.891991134341
2300150,7210,5387.378194293365
2300150,7213,321.70416798827773
2300150,7214,6130.12594917619
2300150,7215,50211.07039885736
2300150,7216,21094.609678375553
2300150,7217,593.4719586204064
2300150,7228,1208.711616389482
2300150,7301,96.29913775824927
2300150,7306,673.0652935798656
2300150,7307,838.7736256004403
2300150,7308,373834.97309537407
2300150,7309,3772564.761822846
2300150,7310,359685.9668907918
2300150,7311,2115183.4685971024
2300150,7313,351.8241626175099
2300150,7314,1624.8024771222824
2300150,7315,78.48167614659083
2300150,7317,1094.594681155088
2300150,7318,4836.603148203149
2300150,7320,728.4082513569625
2300150,7321,43693.78392572547
2300150,7323,680.8696298834616
2300150,7324,302085.2714042239
2300150,7325,94636.24537870724
2300150,7326,269.1567970764342
2300150,7601,99.53740160967384
2300150,7604,341.5013475567871
2300150,7607,1075.4110758465283
2300150,7609,122.03040274941877
2300150,7610,4341.093937221162
2300150,7615,691.8126064097486
2300150,7616,415.387249874974
2300150,7806,92.5530051551602
2300150,7901,2152.564299837619
2300150,8201,5902.48666582343
2300150,8203,774.3286013196847
2300150,8204,370.8748777717316
2300150,8205,4465.3501739958465
2300150,8211,609.643921516445
2300150,8212,16023.498607406347
2300150,8214,761.7904962294709
2300150,8215,163.17606821258005
2300150,8301,1443.9278594184352
2300150,8305,84.15654629111768
2300150,8307,327.50191343334114
2300150,8308,12028.42790071536
2300150,8309,458.82084776402866
2300150,8311,293.8190639846356
2300150,8409,15012.599094813071
2300150,8413,102787.7925361834
2300150,8414,92259.51826645684
2300150,8415,753.2615248863227
2300150,8418,91814.23128450791
2300150,8419,13984.34776105711
2300150,8421,16292.18895360539
2300150,8422,506194.7587339141
2300150,8423,52464.75543856491
2300150,8424,37492.744320549216
2300150,8425,6131.2652728723915
2300150,8427,439355.53959244135
2300150,8428,76167.29331379234
2300150,8429,3024858.808072764
2300150,8430,53028.159558507316
2300150,8431,13647.65882256464
2300150,8432,15908.447867552195
2300150,8436,183826.03840273977
2300150,8443,14187.627531368325
2300150,8450,22346.744369597647
2300150,8451,978.4543889097534
2300150,8452,237388.5330179588
2300150,8460,16266.101303085283
2300150,8462,16238.514257730092
2300150,8467,5159.415443090145
2300150,8468,2592.0164392198376
2300150,8470,3559.2294687569947
2300150,8471,65284.12149325896
2300150,8472,110.29857188169521
2300150,8473,12883.377795017483
2300150,8474,272153.120200239
2300150,8479,441865.1666756853
2300150,8481,86069.48404933052
2300150,8482,17322.78014263095
2300150,8483,239648.8238846059
2300150,8484,1810.4570712451164
2300150,8501,122540.41001283901
2300150,8502,1087.1305367431517
2300150,8504,168987.03805833784
2300150,8505,5371.731352012967
2300150,8506,161.41342574412096
2300150,8507,53815.4120976469
2300150,8509,4705.5197314323195
2300150,8510,89.14248170872429
2300150,8511,454.62101752699493
2300150,8512,30046.83859788719
2300150,8513,258.36210800325176
2300150,8516,3373.980694947863
2300150,8517,17400.928375597312
2300150,8518,1039.6249591550074
2300150,8521,723.2096574033637
2300150,8525,6332.42264876911
2300150,8526,1697.9209803657877
2300150,8527,6702.8271989844225
2300150,8528,36464.63292164128
2300150,8529,1244.5133822955006
2300150,8531,1142.2696169207525
2300150,8535,326.52847128272515
2300150,8536,35074.87463948285
2300150,8537,683.1293237642777
2300150,8538,2439.606438227413
2300150,8539,33162.324624570996
2300150,8543,9365.16043290909
2300150,8544,9272.608413290214
2300150,8546,214.6348262407763
2300150,8548,2250.8009396543007
2300150,8702,373945.156320496
2300150,8703,256973.26871710757
2300150,8704,779737.6198452677
2300150,8708,41333.24824032034
2300150,8712,2663.6964194938323
2300150,8714,890.0336901249366
2300150,8716,6120.5076355367355
2300150,8802,604.355808194741
2300150,9004,124.4394144306305
2300150,9006,113.31671403651393
2300150,9017,180.29574249892488
2300150,9018,2603.682634322709
2300150,9021,77.39531568693901
2300150,9024,17161.115376206166
2300150,9025,234.18787567546212
2300150,9026,3042.1728071649604
2300150,9027,7760.109226004876
2300150,9029,77.12750429596684
2300150,9031,1276.157724584015
2300150,9032,111861.2939174997
2300150,9106,3286.9348849505873
2300150,9107,1016.3945318565056
2300150,9401,11739.43736623608
2300150,9403,90387.12964742341
2300150,9404,23231.377372475996
2300150,9405,2685.3064887734517
2300150,9503,2576.8893179465967
2300150,9504,72.88897291848693
2300150,9505,1949.739370647197
2300150,9506,84.77435108086704
2300150,9603,2127.387334356994
2300150,9606,6382.425393984633
2300150,9607,124536.49954309885
2300150,9608,2029.2940713170346
2300150,9609,1479.3030362635973
2300150,9612,5281.017847061547
2300150,9617,1495.6211761955346
2300150,9619,38829.98411828364
2300200,101,26151.15912583193
2300200,102,781.5587101991307
2300200,103,1983.2786818962902
2300200,105,3452.0327052931552
2300200,106,4818.226680832573
2300200,201,305048.2430954276
2300200,202,246859.34471259563
2300200,203,160245.26188170424
2300200,204,49362.987578873224
2300200,206,12271.225330440853
2300200,207,270687.19703439437
2300200,208,351.1655607016411
2300200,210,50466.05866233063
2300200,301,538458.3157748362
2300200,302,4914874.742635837
2300200,303,31296013.112474132
2300200,304,211026.71035062216
2300200,306,220046344.08877295
2300200,307,1895.867863417377
2300200,401,155427.52459293747
2300200,402,408726.90223945334
2300200,403,80158.34853096717
2300200,404,12352.292383635466
2300200,405,13276.146494670737
2300200,406,123278.31421553945
2300200,407,63025.8839039635
2300200,408,248.41218105714617
2300200,511,636884.9186046739
2300200,602,596.8013605923068
2300200,603,1973.354577703919
2300200,604,176.29143839078137
2300200,701,11309.32315027854
2300200,702,26680.16095223202
2300200,703,104351.69952580894
2300200,704,10928.483843104726
2300200,705,1585.4006423476123
2300200,706,19447.687998402555
2300200,708,354.3695142763182
2300200,709,31733.43688643252
2300200,710,34627.78078729424
2300200,712,6297.057264209286
2300200,713,110535.69795409923
2300200,714,210838.27985838262
2300200,801,2192739.027424566
2300200,802,1862250.7987281696
2300200,803,6915.185607183685
2300200,804,74438.32887996417
2300200,805,26846.66167061448
2300200,806,67552.30397909142
2300200,807,2496281.619454857
2300200,808,58954.78297434358
2300200,809,6053.169066896772
2300200,810,14100.634742883627
2300200,811,14572.260326331101
2300200,813,5331.278777261869
2300200,901,367137.48134753417
2300200,902,4846.4964166064765
2300200,903,242.0481449105428
2300200,904,2464.0844921142757
2300200,906,753.4185919295626
2300200,907,192.44272624846027
2300200,909,520.4183579071907
2300200,910,1594.4211072158841
2300200,1002,2615.4852163609007
2300200,1005,18342.137434566015
2300200,1006,275393.34231965896
2300200,1101,68817.14033649788
2300200,1102,32776.07849784537
2300200,1103,578.3195014753102
2300200,1104,29723.154830968942
2300200,1105,3108.3121186704398
2300200,1106,41376.154401024505
2300200,1108,47131.22046680948
2300200,1109,190.90137441062635
2300200,1202,344.06084005814444
2300200,1204,1062.1049468074364
2300200,1206,102.3959437986455
2300200,1207,737.3176713440347
2300200,1208,271.7520363906847
2300200,1209,70.78905779997004
2300200,1210,2502.5987096170606
2300200,1211,2343.568312578322
2300200,1212,1834.9581516774895
2300200,1501,94.7436450778664
2300200,1507,214982.1299823383
2300200,1509,74778.65349025976
2300200,1511,4367.693813882349
2300200,1512,12688.12713119846
2300200,1513,620.6102420335003
2300200,1514,4191.987057421586
2300200,1515,27241.11365254849
2300200,1516,10857.554291525934
2300200,1517,131115.13034718283
2300200,1520,1152.0512365539096
2300200,1601,202357.10946555235
2300200,1602,70745.0411211081
2300200,1604,50693.26659546289
2300200,1605,12762.110400414094
2300200,1701,99434.97397708897
2300200,1702,350.36058541369505
2300200,1703,14275.395573298209
2300200,1704,61349.28092041652
2300200,1805,186.30560058222235
2300200,1806,182746.01280887294
2300200,1901,191488.70962145252
2300200,1902,134449.3264931583
2300200,1903,1202.5655320465546
2300200,1904,48327.70608469044
2300200,1905,390787.4027799209
2300200,2001,1198.0121807457974
2300200,2002,5826.338228697414
2300200,2003,2542.2434123942826
2300200,2004,54583.08405065235
2300200,2005,100802.11407622971
2300200,2006,2347.422285650903
2300200,2007,23965.930219474103
2300200,2008,13279.659964025643
2300200,2009,8399440.004664568
2300200,2101,47145.84889061245
2300200,2102,13176.09726168606
2300200,2103,156260.0070233086
2300200,2104,28554.312745282925
2300200,2105,48605.75193139696
2300200,2106,416899.5607645821
2300200,2201,3416492.6406605956
2300200,2202,22986320.856002606
2300200,2203,6534485.919621556
2300200,2204,121185.38969518071
2300200,2205,1798.305087790649
2300200,2206,27992.91450867669
2300200,2207,47115.058795303186
2300200,2208,397405.3032656144
2300200,2209,15825.97676104264
2300200,2302,33980.489212682965
2300200,2304,75037.7442508033
2300200,2306,665.740211980064
2300200,2309,3263884.8932537064
2300200,2402,79637.75398146828
2300200,2403,624.8240274373422
2300200,2501,7609.6550145271585
2300200,2505,1149.7938641313335
2300200,2517,135.98005684381673
2300200,2518,11950.12072709866
2300200,2520,7088.384918629334
2300200,2522,43360.20497771992
2300200,2523,249432.87065363786
2300200,2526,468.5356065951472
2300200,2707,1258.052454831345
2300200,2710,5577141.355239239
2300200,2711,7796568.901471159
2300200,2715,897.2449645326494
2300200,2716,9743412.943462282
2300200,2801,5013.9008897502
2300200,2804,250071.03645129
2300200,2806,718.1014519390379
2300200,2809,568.7503540405197
2300200,2814,5901.290055091233
2300200,2815,7550.366084323121
2300200,2827,1183.6380142948046
2300200,2828,149969.53958099568
2300200,2832,104923.49590839977
2300200,2834,1494.269735761497
2300200,2835,122551.87708695525
2300200,2836,23401.95791047075
2300200,2839,21685.67859922072
2300200,2842,3818.027488212527
2300200,2845,2855.9941302265424
2300200,2847,10234.16985187949
2300200,2902,129.1624558419749
2300200,2903,2556.099890662438
2300200,2905,143.97134135247146
2300200,2914,333.92424978808435
2300200,2915,58447.44573448677
2300200,2922,695.6259171095543
2300200,2926,121.61124592084344
2300200,2936,6063.833200781874
2300200,2941,175.31816592169966
2300200,3001,1087.9414997326342
2300200,3002,513553.8651314822
2300200,3003,76582.88866471656
2300200,3004,135816.26880818803
2300200,3005,2589.2808519662162
2300200,3006,8922.967184857856
2300200,3101,18218.915429494016
2300200,3102,478368.73101841495
2300200,3104,1835.6543896060382
2300200,3105,15886.213382825003
2300200,3204,3534.4272469761095
2300200,3206,1436.3930382071962
2300200,3207,106.05631911701462
2300200,3208,134930.1775509777
2300200,3209,229296.7011180755
2300200,3210,271.96011368763345
2300200,3212,5548.909601500849
2300200,3213,931.8590413502108
2300200,3214,73659.75967969054
2300200,3215,45278.293219220606
2300200,3301,2920.8186417362645
2300200,3302,1697.9648750881483
2300200,3303,13931.597020272453
2300200,3304,93747.56883929113
2300200,3305,130914.72093832772
2300200,3306,58443.56539519801
2300200,3307,187082.75882919272
2300200,3401,187516.48357483547
2300200,3402,283692.76896889246
2300200,3403,3900.546174810558
2300200,3404,1132.8045268802225
2300200,3405,23502.976127788945
2300200,3406,4470.085098166032
2300200,3407,3119.2764327765126
2300200,3501,100.7535031611639
2300200,3502,304.9713910035732
2300200,3503,192.09938567288933
2300200,3505,9871.579067270663
2300200,3506,27928.73983952997
2300200,3507,1220.9538430724087
2300200,3604,5272.8769222682695
2300200,3605,8987.015009053895
2300200,3606,79.77187587182856
2300200,3701,666.0902474250477
2300200,3707,304.0281148021086
2300200,3807,359.73629465098963
2300200,3808,142449.48554722898
2300200,3809,32972.31121423742
2300200,3810,1875.2897824359359
2300200,3811,2191.797968103203
2300200,3814,27899.481353884446
2300200,3815,487.4781661677568
2300200,3816,2128.006123079344
2300200,3819,552.711517505219
2300200,3820,635.2094820260143
2300200,3822,51337.680262596376
2300200,3824,6801.133120695162
2300200,3825,6213.048861834818
2300200,3901,4241.315428219037
2300200,3902,2735.0144097475863
2300200,3903,114.95670878398867
2300200,3906,22180.810637892988
2300200,3907,6550.122011694393
2300200,3908,879.3464613135237
2300200,3909,822.6933791569796
2300200,3910,138.82950773274032
2300200,3911,145545.54423512652
2300200,3912,3215.6275956278837
2300200,3913,88.14571919539068
2300200,3915,74.77695178408976
2300200,3916,101038.73671441189
2300200,3917,405552.2781902723
2300200,3918,316.53127763064793
2300200,3919,26243.742816797407
2300200,3920,133571.47355986785
2300200,3921,50897.963737661135
2300200,3922,7191.405547519743
2300200,3923,4103608.5560127078
2300200,3924,112098.94850375084
2300200,3925,49112.70771797447
2300200,3926,137855.7676727582
2300200,4001,128.96448404628978
2300200,4002,10959.180915714895
2300200,4005,1646.2676012821994
2300200,4006,330.26332740817907
2300200,4008,11481.945956911757
2300200,4009,52512.41903285406
2300200,4010,59388.30924911052
2300200,4011,127167.25019760084
2300200,4012,2107.317887898027
2300200,4013,1761.279959969976
2300200,4014,48362.327442887545
2300200,4015,21922.364818380353
2300200,4016,34522.08475304001
2300200,4017,3392.1338457504667
2300200,4202,72066.33979658317
2300200,4203,7211.909485548751
2300200,4402,4654.810112924212
2300200,4407,34438.44955867323
2300200,4410,1060.5631911701464
2300200,4411,3955.9798774891337
2300200,4412,343054.91060265095
2300200,4414,622.6479303264964
2300200,4415,690356.5575663544
2300200,4417,200.91309093527252
2300200,4418,4279.122736471122
2300200,4420,195.9603279678326
2300200,4421,778.675532248656
2300200,4602,1484.491509944677
2300200,4706,151.08895204868526
2300200,4802,531364.7571282685
2300200,4803,7285.509189798716
2300200,4804,29413.51805281166
2300200,4805,1907.4299190933496
2300200,4806,559.7131802633024
2300200,4807,146.9095319923178
2300200,4808,25787.989720372123
